,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Month,OperatingSystems,Revenue
0,103.0,2782.1027818551947,0.01606684534784025,0.0005373762030658181,Mar,1,0
1,238.0,21321.524853612013,0.027915990673648583,0.14320594210311066,June,7,1
2,503.0,19045.960743218096,0.036842281618574724,0.15796551767936237,Oct,7,1
3,61.0,3238.126898851772,0.0021855776703861894,0.04697339422043823,Jul,3,0
4,282.0,2055.0706433033656,0.10466829793299734,0.03844300683708935,Mar,1,0
5,529.0,4100.023216749296,0.06309517141033555,0.11031710375066828,May,4,0
6,486.0,13403.234256041289,0.14939322217943732,0.07022129529343657,Sep,8,0
7,429.0,5658.977485312118,0.17765983415070208,0.1745479159518764,Feb,5,1
8,251.0,2537.466987548411,0.09919888843304911,0.1046941127501542,Sep,2,0
9,396.0,12413.711468740292,0.030962025105687747,0.09105164166259705,Aug,4,1
10,3.0,2014.022551212104,0.04524805992359849,0.1003537564479235,Sep,2,0
11,97.0,38062.25501442972,0.18634100916959676,0.014724704099972832,Nov,1,1
12,332.0,42217.324521824514,0.1513704934286081,0.04795096450906919,Jul,5,0
13,596.0,4104.160544062759,0.16057566132592543,0.08595381981502885,Aug,3,0
14,192.0,32340.55181230531,0.06822585242693836,0.1290271711011112,Jul,2,0
15,11.0,25130.671741145135,0.048244167722005994,0.02283026473658885,Dec,5,0
16,158.0,37873.169842860545,0.06111841974950117,0.08826840158782029,Dec,7,0
17,8.0,26149.563508433755,0.12115618897288553,0.08328697493903611,Aug,2,0
18,600.0,20839.741856308505,0.19046812437245145,0.1904854919008233,Aug,6,1
19,277.0,32893.92086601237,0.06658927477673691,0.15225534851622863,Dec,8,0
20,394.0,16816.71704832509,0.17817266929744685,0.05680297458399565,Dec,6,0
21,55.0,26454.607788888607,0.1208311849542735,0.07972590782330516,Nov,1,0
22,27.0,37578.71754851033,0.16905193995160153,0.1930577017506487,June,6,0
23,617.0,13116.102697915301,0.061153817288581325,0.029050229507381967,Feb,5,1
24,571.0,43033.864040277345,0.11863206060114234,0.11821153091901013,Nov,2,1
25,373.0,37179.977685866645,0.14735913148922333,0.012574830677734336,Sep,1,1
26,330.0,39048.73811263947,0.0016190443706541812,0.050167391335238155,Jul,4,0
27,404.0,3134.7269130240584,0.04842656075303184,0.15453406817906837,Dec,8,0
28,453.0,21146.511944332007,0.1582077931708113,0.16939809639267964,Dec,6,0
29,429.0,43022.475402094,0.13386951365636904,0.16606976261907413,Aug,7,0
30,160.0,28151.659461340056,0.06454961134627933,0.1216905831196925,Dec,3,1
31,85.0,35657.00240973953,0.12374303449634311,0.16973167018794588,Sep,5,0
32,90.0,40003.404669357355,0.008853943797373405,0.05763504994337294,Jul,4,0
33,410.0,3741.9791761857477,0.0004487164120390408,0.02123211449347409,Jul,2,0
34,85.0,4802.311514714586,0.030605446369685776,0.03778875921297177,Dec,6,0
35,274.0,36375.657796423664,0.015310714133592097,0.05416954809354344,Jul,3,0
36,626.0,38703.45807036963,0.1067351664791239,0.08771690325802863,Sep,8,0
37,356.0,32920.54602332309,0.038372168842966695,0.061202440848073435,Nov,6,0
38,27.0,9259.524961030229,0.12877351230895628,0.09834001555568758,Sep,2,1
39,35.0,15930.184358326096,0.04524366335502575,0.03826100273560247,Aug,5,0
40,143.0,24043.04494796334,0.17756700854589288,0.09845126604797122,Dec,2,0
41,382.0,20846.520650030332,0.17751297797790505,0.026596224254326437,Mar,4,1
42,628.0,18224.485881625355,0.033053573043160575,0.1348153112881162,June,3,1
43,78.0,16918.57165041503,0.010440442475975023,0.1024497091613657,Sep,2,0
44,536.0,37661.8219253654,0.09950300589897415,0.08569285269456905,May,8,0
45,9.0,299.6559043285041,0.011849294426100172,0.01117377800836011,Mar,2,0
46,534.0,29899.1765960319,0.15068672651995127,0.0101925513727031,Oct,3,0
47,345.0,33834.64276362044,0.0651868718966005,0.059743707956143394,June,2,0
48,437.0,39371.84364629514,0.1830348885837963,0.017528809124649904,Feb,8,0
