,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Month,OperatingSystems,Revenue
0,33.0,2782.1027818551947,0.01606684534784025,0.04053737620306582,May,2,0
1,26.0,4053.0315016120176,0.00791599067364858,0.0032059421031106396,Aug,1,0
2,10.0,1777.4673912180983,0.016842281618574723,0.037965517679362376,Dec,3,0
3,132.0,3238.126898851772,0.02218557767038619,0.06697339422043823,Jul,3,0
4,0.0,2055.0706433033656,0.18466829793299733,0.01844300683708935,Mar,3,1
5,35.0,4100.023216749296,0.0030951714103355553,0.010317103750668282,May,2,0
6,63.0,451.8642420412909,0.009393222179437319,0.11022129529343656,June,4,0
7,6.0,1341.8541473121188,0.19765983415070207,0.1945479159518764,Dec,3,0
8,39.0,2537.466987548411,0.019198888433049097,0.004694112750154185,May,3,0
9,43.0,3779.4647927402934,0.010962025105687749,0.07105164166259705,Nov,2,0
10,3.0,2014.022551212104,0.04524805992359849,0.0803537564479235,May,1,0
11,97.0,29428.00833842973,0.10634100916959675,0.03472470409997283,Jul,8,0
12,402.0,37900.201183824516,0.1713704934286081,0.007950964509069186,Oct,2,1
13,455.0,4104.160544062759,0.0005756613259254384,0.025953819815028846,Jul,4,0
14,686.0,6437.811784305314,0.08822585242693837,0.0690271711011112,June,7,1
15,82.0,3545.055051145139,0.008244167722005993,0.002830264736588848,May,2,0
16,369.0,33556.04650486055,0.04111841974950117,0.00826840158782029,Jul,4,0
17,8.0,246.82348043375976,0.18115618897288552,0.0032869749390361047,May,2,0
18,36.0,3571.2485043085085,0.010468124372451435,0.030485491900823305,May,3,1
19,206.0,6991.180838012371,0.18658927477673692,0.13225534851622864,Mar,8,0
20,42.0,3865.3470343250883,0.018172669297446868,0.05680297458399565,May,2,0
21,337.0,4868.99109888861,0.0008311849542735095,0.01972590782330515,Mar,2,0
22,591.0,20310.224196510328,0.12905193995160155,0.1330577017506487,Feb,1,1
23,53.0,164.7326839153035,0.001153817288581327,0.009050229507381964,Dec,3,0
24,642.0,38716.74070227734,0.09863206060114235,0.17821153091901012,Aug,4,0
25,655.0,15594.360995866646,0.027359131489223323,0.09257483067773434,Oct,3,0
26,48.0,39048.73811263947,0.08161904437065419,0.09016739133523816,May,3,1
27,51.0,3134.7269130240584,0.008426560753031836,0.03453406817906837,June,2,1
28,30.0,3878.0185923320114,0.018207793170811292,0.009398096392679627,Sep,1,1
29,147.0,38705.352064094,0.09386951365636903,0.16606976261907413,Sep,4,0
30,19.0,2248.9194333400587,0.16454961134627932,0.1816905831196925,May,3,0
31,508.0,22705.63239573953,0.0837430344963431,0.10973167018794588,Mar,1,0
32,231.0,40003.404669357355,0.1088539437973734,0.09763504994337295,Feb,3,0
33,57.0,3741.9791761857477,0.0004487164120390408,0.0012321144934740924,Aug,2,0
34,14.0,485.188176714587,0.010605446369685778,0.017788759212971773,May,3,0
35,626.0,27741.41112042367,0.1953107141335921,0.034169548093543445,Mar,4,0
36,132.0,34386.33473236963,0.1467351664791239,0.16771690325802863,Aug,1,0
37,497.0,11334.92933332309,0.0783721688429667,0.18120244084807344,Jul,2,0
38,27.0,625.2782850302309,0.008773512308956285,0.01834001555568758,Sep,3,1
39,35.0,2978.814344326097,0.02524366335502575,0.09826100273560248,Nov,2,0
40,2.0,2457.428257963343,0.03756700854589288,0.018451266047971218,May,3,0
41,30.0,3578.0272980303357,0.017512977977905055,0.026596224254326437,Dec,3,0
42,64.0,955.9925296253567,0.013053573043160576,0.03481531128811619,Mar,2,0
43,8.0,3967.201636415032,0.010440442475975023,0.0024497091613657008,Nov,1,1
44,536.0,29027.575249365404,0.17950300589897414,0.10569285269456906,Oct,4,0
45,9.0,299.6559043285041,0.011849294426100172,0.01117377800836011,May,2,0
46,41.0,8313.5599060319,0.010686726519951253,0.030192551372703103,May,3,0
47,416.0,7931.902735620444,0.0851868718966005,0.019743707956143393,Sep,7,0
48,437.0,30737.596970295144,0.14303488858379632,0.017528809124649904,May,5,0
49,1.0,187.89970258651988,0.0144844567955788,0.007831158155952499,Feb,2,0
50,6.0,186.83290390942557,0.19182099520651197,0.03979378096993463,May,1,0
51,38.0,2907.0754931124507,0.007399449958880711,0.004048057715225182,Nov,4,0
52,1.0,992.5689116968184,0.1829925714596932,0.18338040732903602,May,1,0
53,6.0,1420.2183485451358,0.01246093015758679,0.014101828585989786,May,1,0
54,35.0,2901.98166773661,0.008384988402178098,0.03341988290750934,Nov,2,0
55,65.0,1004.1791070863825,0.0034938981759397715,0.00237287733177844,Nov,3,0
56,100.0,15013.617952260349,0.162123013973601,0.16431513285114344,Aug,7,0
57,240.0,1671.1268792357675,0.007372217020611127,0.03149740773794668,Sep,4,0
58,45.0,4301.812595444798,0.005388759814721176,0.004209567895453466,Mar,3,0
59,7.0,3752.20085068105,0.00020285357352760824,0.03420025291701201,Nov,2,1
60,41.0,1324.551728620153,0.01418363563604141,0.019267649403944122,Jul,2,1
61,12.0,8322.885434780012,0.004469743382337621,0.01675062976541576,Dec,2,0
62,254.0,14250.15691577295,0.007770238643158117,0.01604208122434732,Oct,3,0
63,209.0,1662.0890083565669,0.19208274576141907,0.19885356455916892,June,1,0
64,427.0,30404.92968855799,0.032872316993305,0.12505779876709092,Mar,4,0
65,39.0,2723.818424703508,0.028520502817445982,0.038974791264425254,Nov,3,0
66,43.0,1414.6154811798754,0.015308808079263896,0.02198760222168365,June,4,1
67,11.0,905.8828019124026,0.012328516910761696,0.008945597795142087,May,2,1
68,19.0,3678.550351384424,0.01939902996365396,0.11355222519937931,Jul,3,0
69,70.0,716.1477248215605,0.18908735979957947,0.18112201678016174,Jul,1,0
70,70.0,1514.560342358501,0.006198537240550595,0.00842506875196972,Mar,1,0
71,9.0,1025.5088040600397,0.003535065111565616,0.009351402556138748,May,3,1
72,191.0,3604.1196659789916,0.015134085040252857,0.011970377171878488,Mar,2,0
