,age,job,education,balance,pdays,deposit
0,33.0,unemployed,secondary,67169.0,180.0,yes
1,74.0,retired,secondary,32646.0,172.0,yes
2,29.0,unemployed,tertiary,35020.0,751.0,yes
3,23.0,services,secondary,1459.0,531.0,no
4,37.0,services,secondary,-924.0,350.0,yes
5,48.0,blue-collar,primary,722.0,111.0,yes
6,46.0,unemployed,secondary,60005.0,749.0,yes
7,36.0,admin.,secondary,1239.0,79.0,yes
8,31.0,blue-collar,primary,77485.0,681.0,yes
9,52.0,management,secondary,64480.0,75.0,no
10,30.0,student,secondary,-685.0,211.0,yes
11,61.0,blue-collar,primary,55453.0,515.0,yes
12,42.0,technician,secondary,-790.0,6.0,yes
13,42.0,unemployed,tertiary,28525.0,731.0,no
14,33.0,blue-collar,primary,66706.0,397.0,yes
15,78.0,retired,primary,33680.0,198.0,yes
16,50.0,admin.,secondary,89.0,430.0,yes
17,31.0,management,tertiary,779.0,176.0,no
18,45.0,admin.,secondary,3632.0,76.0,yes
19,80.0,unemployed,secondary,25915.0,151.0,yes
20,47.0,management,tertiary,1947.0,483.0,yes
21,30.0,unemployed,tertiary,2212.0,196.0,yes
22,21.0,student,primary,415.0,786.0,yes
23,41.0,technician,secondary,15225.0,399.0,no
24,36.0,blue-collar,secondary,10136.0,326.0,yes
25,60.0,admin.,secondary,1831.0,187.0,yes
26,53.0,retired,tertiary,67660.0,123.0,no
27,30.0,blue-collar,secondary,18277.0,156.0,no
28,30.0,services,secondary,4150.0,782.0,no
29,23.0,management,tertiary,2319.0,100.0,yes
30,34.0,management,tertiary,43508.0,10.0,yes
31,37.0,technician,secondary,16082.0,133.0,no
32,46.0,management,primary,35169.0,214.0,no
33,31.0,admin.,tertiary,37486.0,314.0,yes
34,30.0,blue-collar,primary,1169.0,255.0,no
35,71.0,retired,secondary,3327.0,243.0,yes
36,60.0,management,tertiary,1610.0,65.0,yes
37,44.0,self-employed,tertiary,4507.0,525.0,yes
38,55.0,management,tertiary,1626.0,474.0,yes
39,69.0,self-employed,secondary,61164.0,481.0,yes
40,39.0,management,tertiary,-452.0,733.0,yes
41,25.0,self-employed,tertiary,7004.0,42.0,no
42,25.0,student,secondary,6835.0,268.0,yes
43,25.0,blue-collar,tertiary,13940.0,208.0,yes
44,51.0,management,tertiary,2260.0,95.0,yes
45,29.0,management,tertiary,3831.0,205.0,yes
46,36.0,services,secondary,7140.0,177.0,no
47,37.0,blue-collar,secondary,1367.0,311.0,no
48,56.0,retired,primary,54402.0,754.0,no
49,26.0,self-employed,tertiary,3144.0,193.0,yes
50,29.0,technician,secondary,50112.0,42.0,yes
51,58.0,management,tertiary,7080.0,193.0,yes
52,53.0,self-employed,primary,62920.0,544.0,yes
53,24.0,blue-collar,secondary,2054.0,255.0,yes
54,55.0,management,tertiary,70.0,87.0,yes
55,61.0,blue-collar,tertiary,57482.0,501.0,yes
56,48.0,technician,secondary,-116.0,135.0,no
57,42.0,management,tertiary,80708.0,494.0,yes
58,44.0,technician,secondary,4518.0,216.0,no
59,24.0,management,primary,4460.0,594.0,yes
60,48.0,technician,secondary,1698.0,104.0,yes
61,31.0,management,tertiary,11960.0,153.0,no
62,29.0,management,tertiary,2157.0,275.0,yes
63,67.0,retired,primary,3250.0,640.0,yes
64,32.0,technician,secondary,289.0,187.0,yes
65,56.0,technician,secondary,2556.0,435.0,yes
66,65.0,retired,secondary,923.0,218.0,yes
67,33.0,admin.,secondary,1133.0,242.0,yes
68,54.0,retired,secondary,37767.0,691.0,no
69,54.0,blue-collar,secondary,79698.0,396.0,yes
70,33.0,services,secondary,6391.0,802.0,no
71,24.0,technician,tertiary,7597.0,97.0,yes
72,42.0,management,tertiary,1977.0,295.0,no
73,29.0,retired,tertiary,47619.0,675.0,yes
74,32.0,admin.,secondary,3064.0,366.0,no
75,63.0,retired,secondary,3119.0,182.0,yes
76,36.0,admin.,tertiary,4172.0,198.0,no
77,64.0,retired,secondary,9153.0,600.0,yes
78,49.0,management,tertiary,-127.0,177.0,no
79,22.0,student,primary,64053.0,431.0,no
80,32.0,admin.,secondary,3869.0,396.0,yes
81,47.0,admin.,secondary,49380.0,285.0,no
82,32.0,services,secondary,593.0,28.0,yes
83,59.0,management,tertiary,3246.0,778.0,no
84,62.0,retired,secondary,3913.0,182.0,yes
85,22.0,technician,tertiary,37747.0,552.0,no
86,44.0,management,primary,3283.0,94.0,yes
87,31.0,technician,secondary,3835.0,362.0,no
88,33.0,management,tertiary,1518.0,83.0,no
89,33.0,technician,tertiary,310.0,686.0,no
90,29.0,self-employed,tertiary,5902.0,104.0,yes
91,47.0,blue-collar,primary,49651.0,132.0,no
